val.hmd,val.tmp,val.bar.pA,rec,ver,tag
82.6,27.4,99.982,2023-11-30T04:54:15Z,1,scs-bgx-868
82.5,27.4,99.987,2023-11-30T04:55:15Z,1,scs-bgx-868
82.6,27.4,99.988,2023-11-30T04:56:15Z,1,scs-bgx-868
82.6,27.5,99.989,2023-11-30T04:57:15Z,1,scs-bgx-868
82.6,27.4,99.987,2023-11-30T04:58:15Z,1,scs-bgx-868
82.7,27.4,99.985,2023-11-30T04:59:15Z,1,scs-bgx-868
82.7,27.4,99.982,2023-11-30T05:00:15Z,1,scs-bgx-868
82.7,27.4,99.982,2023-11-30T05:01:15Z,1,scs-bgx-868
82.6,27.4,99.982,2023-11-30T05:02:15Z,1,scs-bgx-868
82.7,27.4,99.986,2023-11-30T05:03:15Z,1,scs-bgx-868
82.7,27.4,99.989,2023-11-30T05:04:15Z,1,scs-bgx-868
82.8,27.4,99.987,2023-11-30T05:05:15Z,1,scs-bgx-868
82.5,27.4,99.988,2023-11-30T05:06:15Z,1,scs-bgx-868
82.7,27.4,99.988,2023-11-30T05:07:15Z,1,scs-bgx-868
82.6,27.4,99.989,2023-11-30T05:08:15Z,1,scs-bgx-868
82.7,27.4,99.991,2023-11-30T05:09:15Z,1,scs-bgx-868
82.7,27.4,99.99,2023-11-30T05:10:15Z,1,scs-bgx-868
82.7,27.3,99.988,2023-11-30T05:11:15Z,1,scs-bgx-868
82.5,27.4,99.987,2023-11-30T05:12:15Z,1,scs-bgx-868
82.5,27.4,99.989,2023-11-30T05:13:15Z,1,scs-bgx-868
82.6,27.3,99.989,2023-11-30T05:14:15Z,1,scs-bgx-868
82.5,27.4,99.988,2023-11-30T05:15:15Z,1,scs-bgx-868
82.3,27.4,99.988,2023-11-30T05:16:15Z,1,scs-bgx-868
82.5,27.3,99.987,2023-11-30T05:17:15Z,1,scs-bgx-868
82.6,27.3,99.986,2023-11-30T05:18:15Z,1,scs-bgx-868
82.6,27.3,99.985,2023-11-30T05:19:15Z,1,scs-bgx-868
82.5,27.3,99.984,2023-11-30T05:20:15Z,1,scs-bgx-868
82.6,27.3,99.985,2023-11-30T05:21:15Z,1,scs-bgx-868
82.4,27.3,99.984,2023-11-30T05:22:15Z,1,scs-bgx-868
82.6,27.3,99.987,2023-11-30T05:23:15Z,1,scs-bgx-868
82.6,27.2,99.989,2023-11-30T05:24:15Z,1,scs-bgx-868
82.6,27.3,99.99,2023-11-30T05:25:15Z,1,scs-bgx-868
82.3,27.3,99.991,2023-11-30T05:26:15Z,1,scs-bgx-868
82.6,27.3,99.993,2023-11-30T05:27:15Z,1,scs-bgx-868
82.5,27.3,99.993,2023-11-30T05:28:15Z,1,scs-bgx-868
82.5,27.3,99.995,2023-11-30T05:29:15Z,1,scs-bgx-868
82.5,27.3,99.996,2023-11-30T05:30:15Z,1,scs-bgx-868
82.4,27.3,99.997,2023-11-30T05:31:15Z,1,scs-bgx-868
82.2,27.4,99.998,2023-11-30T05:32:15Z,1,scs-bgx-868
82.2,27.3,99.998,2023-11-30T05:33:15Z,1,scs-bgx-868
82.2,27.3,100,2023-11-30T05:34:15Z,1,scs-bgx-868
82.2,27.3,99.998,2023-11-30T05:35:15Z,1,scs-bgx-868
82.1,27.4,100.002,2023-11-30T05:36:15Z,1,scs-bgx-868
82.1,27.4,100.001,2023-11-30T05:37:15Z,1,scs-bgx-868
82.2,27.3,100.004,2023-11-30T05:38:15Z,1,scs-bgx-868
82.2,27.3,100.004,2023-11-30T05:39:15Z,1,scs-bgx-868
82.3,27.3,100.003,2023-11-30T05:40:15Z,1,scs-bgx-868
82.3,27.2,100.007,2023-11-30T05:41:15Z,1,scs-bgx-868
82.1,27.3,100.006,2023-11-30T05:42:15Z,1,scs-bgx-868
82,27.3,100.009,2023-11-30T05:43:15Z,1,scs-bgx-868
82.1,27.3,100.01,2023-11-30T05:44:15Z,1,scs-bgx-868
82.1,27.2,100.012,2023-11-30T05:45:15Z,1,scs-bgx-868
82,27.3,100.016,2023-11-30T05:46:15Z,1,scs-bgx-868
82,27.3,100.018,2023-11-30T05:47:15Z,1,scs-bgx-868
82.2,27.3,100.02,2023-11-30T05:48:15Z,1,scs-bgx-868
82.1,27.3,100.02,2023-11-30T05:49:15Z,1,scs-bgx-868
82.1,27.3,100.023,2023-11-30T05:50:15Z,1,scs-bgx-868
82,27.3,100.025,2023-11-30T05:51:15Z,1,scs-bgx-868
81.9,27.4,100.029,2023-11-30T05:52:15Z,1,scs-bgx-868
82.1,27.3,100.031,2023-11-30T05:53:15Z,1,scs-bgx-868
81.8,27.4,100.031,2023-11-30T05:54:15Z,1,scs-bgx-868
81.8,27.3,100.031,2023-11-30T05:55:15Z,1,scs-bgx-868
81.9,27.3,100.033,2023-11-30T05:56:15Z,1,scs-bgx-868
81.9,27.3,100.035,2023-11-30T05:57:15Z,1,scs-bgx-868
81.9,27.3,100.039,2023-11-30T05:58:15Z,1,scs-bgx-868
81.8,27.3,100.039,2023-11-30T05:59:15Z,1,scs-bgx-868
81.6,27.4,100.04,2023-11-30T06:00:15Z,1,scs-bgx-868
81.8,27.4,100.043,2023-11-30T06:01:15Z,1,scs-bgx-868
81.6,27.4,100.044,2023-11-30T06:02:15Z,1,scs-bgx-868
81.8,27.3,100.047,2023-11-30T06:03:15Z,1,scs-bgx-868
81.8,27.4,100.052,2023-11-30T06:04:15Z,1,scs-bgx-868
81.9,27.3,100.051,2023-11-30T06:05:15Z,1,scs-bgx-868
82.1,27.3,100.052,2023-11-30T06:06:15Z,1,scs-bgx-868
82,27.3,100.053,2023-11-30T06:07:15Z,1,scs-bgx-868
82.1,27.3,100.054,2023-11-30T06:08:15Z,1,scs-bgx-868
82.1,27.3,100.053,2023-11-30T06:09:15Z,1,scs-bgx-868
82,27.3,100.055,2023-11-30T06:10:15Z,1,scs-bgx-868
81.9,27.3,100.057,2023-11-30T06:11:15Z,1,scs-bgx-868
81.9,27.3,100.058,2023-11-30T06:12:15Z,1,scs-bgx-868
81.7,27.3,100.057,2023-11-30T06:13:15Z,1,scs-bgx-868
81.9,27.3,100.058,2023-11-30T06:14:15Z,1,scs-bgx-868
81.7,27.4,100.059,2023-11-30T06:15:15Z,1,scs-bgx-868
81.7,27.4,100.059,2023-11-30T06:16:15Z,1,scs-bgx-868
81.7,27.4,100.06,2023-11-30T06:17:15Z,1,scs-bgx-868
81.6,27.5,100.061,2023-11-30T06:18:15Z,1,scs-bgx-868
81.5,27.4,100.063,2023-11-30T06:19:15Z,1,scs-bgx-868
81.5,27.4,100.064,2023-11-30T06:20:15Z,1,scs-bgx-868
81.4,27.4,100.066,2023-11-30T06:21:15Z,1,scs-bgx-868
81.5,27.4,100.068,2023-11-30T06:22:15Z,1,scs-bgx-868
81.4,27.4,100.067,2023-11-30T06:23:15Z,1,scs-bgx-868
81.5,27.4,100.07,2023-11-30T06:24:15Z,1,scs-bgx-868
81.2,27.4,100.07,2023-11-30T06:25:15Z,1,scs-bgx-868
81,27.5,100.07,2023-11-30T06:26:15Z,1,scs-bgx-868
80.9,27.5,100.07,2023-11-30T06:27:15Z,1,scs-bgx-868
81,27.5,100.071,2023-11-30T06:28:15Z,1,scs-bgx-868
80.7,27.5,100.072,2023-11-30T06:29:15Z,1,scs-bgx-868
81,27.6,100.072,2023-11-30T06:30:15Z,1,scs-bgx-868
80.9,27.5,100.072,2023-11-30T06:31:15Z,1,scs-bgx-868
80.8,27.5,100.073,2023-11-30T06:32:15Z,1,scs-bgx-868
80.8,27.6,100.075,2023-11-30T06:33:15Z,1,scs-bgx-868
80.8,27.5,100.075,2023-11-30T06:34:15Z,1,scs-bgx-868
80.5,27.6,100.078,2023-11-30T06:35:15Z,1,scs-bgx-868
80.6,27.6,100.079,2023-11-30T06:36:15Z,1,scs-bgx-868
80.5,27.7,100.081,2023-11-30T06:37:15Z,1,scs-bgx-868
80.5,27.6,100.083,2023-11-30T06:38:15Z,1,scs-bgx-868
80.4,27.6,100.084,2023-11-30T06:39:15Z,1,scs-bgx-868
80.3,27.7,100.084,2023-11-30T06:40:15Z,1,scs-bgx-868
80.1,27.8,100.083,2023-11-30T06:41:15Z,1,scs-bgx-868
80.1,27.8,100.08,2023-11-30T06:42:15Z,1,scs-bgx-868
79.9,27.8,100.084,2023-11-30T06:43:15Z,1,scs-bgx-868
79.6,27.8,100.085,2023-11-30T06:44:15Z,1,scs-bgx-868
79.7,27.8,100.085,2023-11-30T06:45:15Z,1,scs-bgx-868
79.8,27.8,100.086,2023-11-30T06:46:15Z,1,scs-bgx-868
79.8,27.8,100.087,2023-11-30T06:47:15Z,1,scs-bgx-868
79.6,27.9,100.089,2023-11-30T06:48:15Z,1,scs-bgx-868
79.5,27.9,100.091,2023-11-30T06:49:15Z,1,scs-bgx-868
79.5,27.9,100.092,2023-11-30T06:50:15Z,1,scs-bgx-868
79.5,27.9,100.093,2023-11-30T06:51:15Z,1,scs-bgx-868
79.4,27.9,100.097,2023-11-30T06:52:15Z,1,scs-bgx-868
79.3,28,100.098,2023-11-30T06:53:15Z,1,scs-bgx-868
79.2,27.9,100.1,2023-11-30T06:54:15Z,1,scs-bgx-868
79.2,28,100.101,2023-11-30T06:55:15Z,1,scs-bgx-868
79,28,100.103,2023-11-30T06:56:15Z,1,scs-bgx-868
79.2,28,100.106,2023-11-30T06:57:15Z,1,scs-bgx-868
78.9,28.1,100.107,2023-11-30T06:58:15Z,1,scs-bgx-868
78.9,28.1,100.108,2023-11-30T06:59:15Z,1,scs-bgx-868
78.8,28.1,100.106,2023-11-30T07:00:15Z,1,scs-bgx-868
78.8,28.1,100.106,2023-11-30T07:01:15Z,1,scs-bgx-868
78.7,28.1,100.108,2023-11-30T07:02:15Z,1,scs-bgx-868
78.6,28.1,100.11,2023-11-30T07:03:15Z,1,scs-bgx-868
78.2,28.2,100.111,2023-11-30T07:04:15Z,1,scs-bgx-868
78.3,28.2,100.113,2023-11-30T07:05:15Z,1,scs-bgx-868
78.3,28.2,100.117,2023-11-30T07:06:15Z,1,scs-bgx-868
78.3,28.2,100.119,2023-11-30T07:07:15Z,1,scs-bgx-868
78.5,28.2,100.121,2023-11-30T07:08:15Z,1,scs-bgx-868
78.1,28.3,100.121,2023-11-30T07:09:15Z,1,scs-bgx-868
78,28.3,100.125,2023-11-30T07:10:15Z,1,scs-bgx-868
77.8,28.4,100.125,2023-11-30T07:11:15Z,1,scs-bgx-868
77.9,28.4,100.129,2023-11-30T07:12:15Z,1,scs-bgx-868
77.7,28.4,100.128,2023-11-30T07:13:15Z,1,scs-bgx-868
77.7,28.4,100.131,2023-11-30T07:14:15Z,1,scs-bgx-868
77.7,28.5,100.131,2023-11-30T07:15:15Z,1,scs-bgx-868
77.7,28.4,100.132,2023-11-30T07:16:15Z,1,scs-bgx-868
77.4,28.4,100.135,2023-11-30T07:17:15Z,1,scs-bgx-868
77.5,28.5,100.137,2023-11-30T07:18:15Z,1,scs-bgx-868
77.4,28.6,100.138,2023-11-30T07:19:15Z,1,scs-bgx-868
77,28.7,100.14,2023-11-30T07:20:15Z,1,scs-bgx-868
77.1,28.5,100.142,2023-11-30T07:21:15Z,1,scs-bgx-868
76.8,28.6,100.145,2023-11-30T07:22:15Z,1,scs-bgx-868
77,28.5,100.148,2023-11-30T07:23:15Z,1,scs-bgx-868
76.8,28.6,100.15,2023-11-30T07:24:15Z,1,scs-bgx-868
76.9,28.7,100.149,2023-11-30T07:25:15Z,1,scs-bgx-868
76.7,28.6,100.15,2023-11-30T07:26:15Z,1,scs-bgx-868
76.9,28.7,100.15,2023-11-30T07:27:15Z,1,scs-bgx-868
76.2,28.8,100.153,2023-11-30T07:28:15Z,1,scs-bgx-868
76.6,28.8,100.155,2023-11-30T07:29:15Z,1,scs-bgx-868
76,28.9,100.156,2023-11-30T07:30:15Z,1,scs-bgx-868
76.1,28.7,100.158,2023-11-30T07:31:15Z,1,scs-bgx-868
76,28.9,100.159,2023-11-30T07:32:15Z,1,scs-bgx-868
75.8,28.9,100.161,2023-11-30T07:33:15Z,1,scs-bgx-868
75.7,29,100.163,2023-11-30T07:34:15Z,1,scs-bgx-868
75.8,29.1,100.164,2023-11-30T07:35:15Z,1,scs-bgx-868
75.1,29,100.164,2023-11-30T07:36:15Z,1,scs-bgx-868
75.1,29.1,100.165,2023-11-30T07:37:15Z,1,scs-bgx-868
75.1,29.1,100.167,2023-11-30T07:38:15Z,1,scs-bgx-868
74.4,29.3,100.167,2023-11-30T07:39:15Z,1,scs-bgx-868
74.5,29.3,100.17,2023-11-30T07:40:15Z,1,scs-bgx-868
74,29.3,100.171,2023-11-30T07:41:15Z,1,scs-bgx-868
73.9,29.3,100.172,2023-11-30T07:42:15Z,1,scs-bgx-868
74.1,29.3,100.172,2023-11-30T07:43:15Z,1,scs-bgx-868
74.2,29.4,100.174,2023-11-30T07:44:15Z,1,scs-bgx-868
74.3,29.4,100.177,2023-11-30T07:45:15Z,1,scs-bgx-868
73.7,29.5,100.179,2023-11-30T07:46:15Z,1,scs-bgx-868
73.5,29.5,100.177,2023-11-30T07:47:15Z,1,scs-bgx-868
73.2,29.5,100.178,2023-11-30T07:48:15Z,1,scs-bgx-868
72.9,29.6,100.179,2023-11-30T07:49:15Z,1,scs-bgx-868
72.7,29.6,100.178,2023-11-30T07:50:15Z,1,scs-bgx-868
73.1,29.6,100.181,2023-11-30T07:51:15Z,1,scs-bgx-868
72.3,29.7,100.18,2023-11-30T07:52:15Z,1,scs-bgx-868
72.4,29.8,100.184,2023-11-30T07:53:15Z,1,scs-bgx-868
72.1,29.8,100.184,2023-11-30T07:54:15Z,1,scs-bgx-868
72,29.8,100.188,2023-11-30T07:55:15Z,1,scs-bgx-868
71.8,29.8,100.186,2023-11-30T07:56:15Z,1,scs-bgx-868
72,29.7,100.186,2023-11-30T07:57:15Z,1,scs-bgx-868
72.2,29.8,100.188,2023-11-30T07:58:15Z,1,scs-bgx-868
71.8,29.9,100.188,2023-11-30T07:59:15Z,1,scs-bgx-868
71.9,30,100.188,2023-11-30T08:00:15Z,1,scs-bgx-868
71.8,30,100.188,2023-11-30T08:01:15Z,1,scs-bgx-868
71,30.1,100.185,2023-11-30T08:02:15Z,1,scs-bgx-868
71.4,30.1,100.189,2023-11-30T08:03:15Z,1,scs-bgx-868
70.7,30.1,100.189,2023-11-30T08:04:15Z,1,scs-bgx-868
71.7,30.1,100.19,2023-11-30T08:05:15Z,1,scs-bgx-868
70.4,30.2,100.189,2023-11-30T08:06:15Z,1,scs-bgx-868
70.1,30.2,100.193,2023-11-30T08:07:15Z,1,scs-bgx-868
70.6,30.2,100.191,2023-11-30T08:08:15Z,1,scs-bgx-868
70.6,30.1,100.192,2023-11-30T08:09:15Z,1,scs-bgx-868
70.4,30.2,100.193,2023-11-30T08:10:15Z,1,scs-bgx-868
70.7,30.1,100.197,2023-11-30T08:11:15Z,1,scs-bgx-868
70.6,30.2,100.198,2023-11-30T08:12:15Z,1,scs-bgx-868
70.1,30.4,100.195,2023-11-30T08:13:15Z,1,scs-bgx-868
70.4,30.4,100.192,2023-11-30T08:14:15Z,1,scs-bgx-868
70.5,30.5,100.192,2023-11-30T08:15:15Z,1,scs-bgx-868
69.6,30.6,100.19,2023-11-30T08:16:15Z,1,scs-bgx-868
69.3,30.7,100.191,2023-11-30T08:17:15Z,1,scs-bgx-868
68.8,30.6,100.191,2023-11-30T08:18:15Z,1,scs-bgx-868
69.1,30.6,100.191,2023-11-30T08:19:15Z,1,scs-bgx-868
69.1,30.8,100.192,2023-11-30T08:20:15Z,1,scs-bgx-868
69.3,30.6,100.194,2023-11-30T08:21:15Z,1,scs-bgx-868
68.6,30.7,100.193,2023-11-30T08:22:15Z,1,scs-bgx-868
69,30.7,100.196,2023-11-30T08:23:15Z,1,scs-bgx-868
69.3,30.7,100.193,2023-11-30T08:24:15Z,1,scs-bgx-868
68.9,30.8,100.196,2023-11-30T08:25:15Z,1,scs-bgx-868
68.9,30.8,100.196,2023-11-30T08:26:15Z,1,scs-bgx-868
68.8,30.6,100.193,2023-11-30T08:27:15Z,1,scs-bgx-868
68.6,30.7,100.197,2023-11-30T08:28:15Z,1,scs-bgx-868
68.6,30.8,100.198,2023-11-30T08:29:15Z,1,scs-bgx-868
68.2,30.9,100.197,2023-11-30T08:30:15Z,1,scs-bgx-868
68.3,31,100.196,2023-11-30T08:31:15Z,1,scs-bgx-868
67.9,30.9,100.194,2023-11-30T08:32:15Z,1,scs-bgx-868
68.4,31,100.192,2023-11-30T08:33:15Z,1,scs-bgx-868
67.8,31,100.194,2023-11-30T08:34:15Z,1,scs-bgx-868
68,31,100.195,2023-11-30T08:35:15Z,1,scs-bgx-868
67.8,31.1,100.193,2023-11-30T08:36:15Z,1,scs-bgx-868
68.2,31,100.189,2023-11-30T08:37:15Z,1,scs-bgx-868
68.1,31,100.187,2023-11-30T08:38:15Z,1,scs-bgx-868
67.3,31.2,100.187,2023-11-30T08:39:15Z,1,scs-bgx-868
67.4,31.3,100.191,2023-11-30T08:40:15Z,1,scs-bgx-868
67.1,31.4,100.19,2023-11-30T08:41:15Z,1,scs-bgx-868
66.5,31.4,100.189,2023-11-30T08:42:15Z,1,scs-bgx-868
66.8,31.4,100.191,2023-11-30T08:43:15Z,1,scs-bgx-868
66.2,31.6,100.188,2023-11-30T08:44:15Z,1,scs-bgx-868
65.8,31.6,100.187,2023-11-30T08:45:15Z,1,scs-bgx-868
65.4,31.7,100.187,2023-11-30T08:46:15Z,1,scs-bgx-868
65.6,31.7,100.187,2023-11-30T08:47:15Z,1,scs-bgx-868
65.6,31.6,100.187,2023-11-30T08:48:15Z,1,scs-bgx-868
65.7,31.8,100.188,2023-11-30T08:49:15Z,1,scs-bgx-868
65.3,31.7,100.188,2023-11-30T08:50:15Z,1,scs-bgx-868
65.1,31.6,100.19,2023-11-30T08:51:15Z,1,scs-bgx-868
65.3,31.7,100.187,2023-11-30T08:52:15Z,1,scs-bgx-868
65.1,31.7,100.189,2023-11-30T08:53:15Z,1,scs-bgx-868
65.2,31.7,100.186,2023-11-30T08:54:15Z,1,scs-bgx-868
66.1,31.7,100.191,2023-11-30T08:55:15Z,1,scs-bgx-868
65,31.8,100.188,2023-11-30T08:56:15Z,1,scs-bgx-868
64.9,31.9,100.189,2023-11-30T08:57:15Z,1,scs-bgx-868
64.5,32,100.19,2023-11-30T08:58:15Z,1,scs-bgx-868
64.8,31.9,100.188,2023-11-30T08:59:15Z,1,scs-bgx-868
64.5,31.8,100.195,2023-11-30T09:00:15Z,1,scs-bgx-868
65.1,31.8,100.196,2023-11-30T09:01:15Z,1,scs-bgx-868
65,31.9,100.2,2023-11-30T09:02:15Z,1,scs-bgx-868
64.6,31.9,100.197,2023-11-30T09:03:15Z,1,scs-bgx-868
64.4,31.9,100.198,2023-11-30T09:04:15Z,1,scs-bgx-868
64.1,31.9,100.199,2023-11-30T09:05:15Z,1,scs-bgx-868
63.9,32,100.197,2023-11-30T09:06:15Z,1,scs-bgx-868
63.9,32,100.199,2023-11-30T09:07:15Z,1,scs-bgx-868
64.1,32.1,100.197,2023-11-30T09:08:15Z,1,scs-bgx-868
64.7,32.2,100.196,2023-11-30T09:09:15Z,1,scs-bgx-868
63.8,32.1,100.194,2023-11-30T09:10:15Z,1,scs-bgx-868
64.4,32.2,100.194,2023-11-30T09:11:15Z,1,scs-bgx-868
64,32.3,100.199,2023-11-30T09:12:15Z,1,scs-bgx-868
62.8,32.5,100.199,2023-11-30T09:13:15Z,1,scs-bgx-868
62.7,32.5,100.197,2023-11-30T09:14:15Z,1,scs-bgx-868
63.2,32.6,100.196,2023-11-30T09:15:15Z,1,scs-bgx-868
63.1,32.6,100.193,2023-11-30T09:16:15Z,1,scs-bgx-868
62.8,32.5,100.193,2023-11-30T09:17:15Z,1,scs-bgx-868
63,32.6,100.191,2023-11-30T09:18:15Z,1,scs-bgx-868
62.7,32.7,100.19,2023-11-30T09:19:15Z,1,scs-bgx-868
62.7,32.6,100.187,2023-11-30T09:20:15Z,1,scs-bgx-868
62.7,32.5,100.191,2023-11-30T09:21:15Z,1,scs-bgx-868
62.4,32.6,100.191,2023-11-30T09:22:15Z,1,scs-bgx-868
62.8,32.6,100.193,2023-11-30T09:23:15Z,1,scs-bgx-868
62.1,32.7,100.192,2023-11-30T09:24:15Z,1,scs-bgx-868
61.7,32.7,100.193,2023-11-30T09:25:15Z,1,scs-bgx-868
62.1,32.7,100.193,2023-11-30T09:26:15Z,1,scs-bgx-868
61.8,32.6,100.194,2023-11-30T09:27:15Z,1,scs-bgx-868
62,32.7,100.192,2023-11-30T09:28:15Z,1,scs-bgx-868
62.8,32.7,100.193,2023-11-30T09:29:15Z,1,scs-bgx-868
61.8,32.8,100.191,2023-11-30T09:30:15Z,1,scs-bgx-868
61.5,32.9,100.192,2023-11-30T09:31:15Z,1,scs-bgx-868
61.6,32.8,100.192,2023-11-30T09:32:15Z,1,scs-bgx-868
61.7,33.1,100.192,2023-11-30T09:33:15Z,1,scs-bgx-868
61.3,33.1,100.191,2023-11-30T09:34:15Z,1,scs-bgx-868
61.4,33.1,100.191,2023-11-30T09:35:15Z,1,scs-bgx-868
61.8,32.6,100.184,2023-11-30T09:36:15Z,1,scs-bgx-868
61.2,33,100.188,2023-11-30T09:37:15Z,1,scs-bgx-868
61.3,32.9,100.19,2023-11-30T09:38:15Z,1,scs-bgx-868
61.2,33,100.191,2023-11-30T09:39:15Z,1,scs-bgx-868
